Epoch,Train Loss,Validation Loss
1,3.9294816411059834,2.792983810106913
2,1.9885833367057468,1.1986966331799824
3,0.9001451406789862,0.8957499166329702
4,0.4921458020158436,0.8122920493284861
5,0.42060272298429324,0.817296157280604
6,0.45821247525189235,1.391339401404063
7,0.4982870290784732,0.8523726165294647
8,0.45958277874666714,1.1050462822119396
9,0.3060094729551803,1.5786507427692413
10,0.3948600028196107,1.2964270611604054
11,0.7242066068169863,1.3353836784760158
12,0.326300087445618,2.082838545242945
13,0.5028418303447088,1.1826517432928085
14,0.5111701181563346,2.1255393425623574
15,0.8113695377706671,2.096838394800822
16,0.6885620924522695,1.5414950847625732
17,0.35468152694343386,1.2495841284592946
18,0.3264879806602434,1.1391697078943253
19,0.24709685703577555,2.4229549566904702
20,0.7505770415654811,1.7404168198506038
