Epoch,Train Loss,Validation Loss
1,2.919450738850762,2.5324353641933866
2,1.816394213367911,1.947299944029914
3,1.284351862528745,1.5154197083579168
4,0.9895188457825604,1.4376451306872897
5,0.7963266144780552,1.2777353591389127
6,0.671258873799268,1.2041715383529663
7,0.5908039966050316,1.1451998684141371
8,0.542075118597816,1.0612320370144315
9,0.4590574275044834,1.061319390932719
10,0.42041585024665384,1.0532356368170843
11,0.37204258275382657,1.0230468842718337
12,0.336161712074981,0.9806716707017686
13,0.3174300307736677,1.0152380400233798
14,0.32497962476576076,0.9942183825704787
15,0.2949211027692346,0.931790249215232
16,0.2908354699611664,0.9396555920441946
17,0.2689495441668174,0.9827308389875624
18,0.2642996357206036,0.9542456633514829
19,0.2539476778577356,0.9692000879181756
20,0.22004897585686514,0.8905835317240821
