Epoch,Train Loss,Validation Loss
1,2.635821118074305,1.6210773123635187
2,0.9931382186272565,1.104418953259786
3,0.7092259442981552,0.6778636905882094
4,0.5248240666354403,0.8441120551692115
5,0.5398589530411888,0.7613924725188149
6,0.3811648765798001,0.6704388111829758
7,0.29151168349198997,1.1106167435646057
8,0.4858481297132504,1.042065875397788
9,0.5092481988591745,1.98880136013031
10,0.562779826550361,0.9991360116336081
11,0.6564634327831513,1.3212174657318327
12,0.9030295577557648,1.350849323802524
13,0.5257093798478737,1.4867008494006262
14,0.4682906909399796,1.9890173077583313
15,0.6680596534946851,1.5567260185877483
16,0.4566974394299049,1.7869551844067044
17,0.48375319005861134,1.957463800907135
18,0.8896685035776019,2.6078472004996405
19,0.9064866990974063,2.2292588816748724
20,0.45447381983772445,1.8964166823360655
