Epoch,Train Loss,Validation Loss
1,3.7883165089980415,2.7341932455698648
2,2.026669284571772,1.5696386098861694
3,1.20556169230005,1.213564286629359
4,1.0056943737942239,1.0891963243484497
5,0.864905306826467,1.24069149295489
6,0.8318065314189248,1.1420142650604248
7,0.7862441086250803,0.8432804544766744
8,0.7976776115272356,0.9820486605167389
9,0.7650377439415973,1.011129359404246
10,0.8596059744772704,1.2706249157587688
11,0.7712496259938115,1.1191529234250386
12,0.7104423810606417,0.8963425656159719
13,0.6175276079903478,1.0668593645095825
14,0.6313094885452933,1.258718470732371
15,0.7909744926120924,1.289877285559972
16,0.7090893608072529,1.0683103104432423
17,0.8401516157647838,0.8931564291318258
18,0.7286034628101017,0.764302929242452
19,0.6366749036571254,1.126587152481079
20,0.7076731907284778,0.7436389178037643
