Epoch,Train Loss,Validation Loss
1,3.413877124371736,1.7644718488057454
2,0.9563469446223715,0.9345099925994873
3,0.40222536869671033,0.8318758209546407
4,0.30537662428358325,0.8798821369806925
5,0.43245979236519855,0.8619287808736166
6,0.4133999002692492,0.9839462637901306
7,0.5183126654313959,1.3116702437400818
8,0.8340140114659849,1.1129075090090434
9,0.8918888970561649,1.2242752015590668
10,0.7630415208961653,0.9097722768783569
11,0.7380856282037237,1.3804210126399994
12,0.8026906899783922,0.9943933039903641
13,0.8491964962171472,1.4388803243637085
14,0.7812176288469977,1.5670392115910847
15,0.8755655949530394,1.1478913178046544
16,0.7856586782828622,1.1119842926661174
17,0.8477934184281722,1.3305736184120178
18,0.8100467622280121,1.1286677618821461
19,0.8098391255606776,1.3454295297463734
20,0.6921789399955584,1.1272363166014354
